chord_root_tpc	chord_root_midi	chord_type	chord_inversion	key_tonic_tpc	key_tonic_midi	key_mode	duration
8	8	ChordType.DIM7	2	3	9	KeyMode.MINOR	1/16
8	8	ChordType.DIM7	2	3	9	KeyMode.MINOR	1/16
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/2
0	0	ChordType.MAJOR	1	-1	5	KeyMode.MINOR	1/2
0	0	ChordType.MAJOR	1	-1	5	KeyMode.MINOR	1/4
0	0	ChordType.MAJOR	1	-1	5	KeyMode.MINOR	1/4
0	0	ChordType.MAJOR	1	-1	5	KeyMode.MINOR	1
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	1/2
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	7/16
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	1/16
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	1/4
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	3/8
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	1/8
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	1/8
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	1/8
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	3/8
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	1/8
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	1/4
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	1/8
4	4	ChordType.DIM7	0	-1	5	KeyMode.MINOR	1/8
-1	5	ChordType.MINOR	0	-1	5	KeyMode.MINOR	1
7	1	ChordType.MAJOR	1	6	6	KeyMode.MINOR	1/2
7	1	ChordType.MAJOR	1	6	6	KeyMode.MINOR	1/2
7	1	ChordType.MAJOR	1	6	6	KeyMode.MINOR	1/2
7	1	ChordType.MAJOR	1	6	6	KeyMode.MINOR	1/2
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/24
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/24
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/24
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/24
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/24
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/24
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/12
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/16
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/16
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/16
6	6	ChordType.MINOR	0	6	6	KeyMode.MINOR	1/16
2	2	ChordType.MAJOR	1	1	7	KeyMode.MINOR	1/2
2	2	ChordType.MAJOR	1	1	7	KeyMode.MINOR	1/2
2	2	ChordType.MAJOR	1	1	7	KeyMode.MINOR	1/2
2	2	ChordType.MAJOR	1	1	7	KeyMode.MINOR	1/2
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/24
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/24
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/24
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/24
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/24
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/24
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/12
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/16
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/16
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/16
1	7	ChordType.MINOR	0	1	7	KeyMode.MINOR	1/16
7	1	ChordType.DIM7	2	2	2	KeyMode.MINOR	1/2
7	1	ChordType.DIM7	2	2	2	KeyMode.MINOR	1/2
7	1	ChordType.DIM7	2	2	2	KeyMode.MINOR	1/2
7	1	ChordType.DIM7	2	2	2	KeyMode.MINOR	1/2
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/12
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/4
8	8	ChordType.DIM7	0	3	9	KeyMode.MINOR	1/4
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/4
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	1	2	2	KeyMode.MINOR	1/2
-3	3	ChordType.MAJOR	1	2	2	KeyMode.MINOR	1/2
-3	3	ChordType.MAJOR	1	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	1	2	2	KeyMode.MINOR	1/4
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/4
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	1	2	2	KeyMode.MINOR	1/2
-3	3	ChordType.MAJOR	1	2	2	KeyMode.MINOR	1/2
-3	3	ChordType.MAJOR	1	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	1	2	2	KeyMode.MINOR	1/4
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/4
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	1	2	2	KeyMode.MINOR	1/2
-3	3	ChordType.MAJOR	1	2	2	KeyMode.MINOR	1/4
4	4	ChordType.MAJOR	1	3	9	KeyMode.MINOR	1/4
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/2
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/4
2	2	ChordType.MAJOR	2	1	7	KeyMode.MINOR	1/4
1	7	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/4
2	2	ChordType.MAJOR	1	1	7	KeyMode.MINOR	1/4
1	7	ChordType.MINOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	1	2	2	KeyMode.MINOR	1/4
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/4
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
2	2	ChordType.MINOR	0	2	2	KeyMode.MINOR	1/4
2	2	ChordType.MINOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
2	2	ChordType.MAJOR	0	1	7	KeyMode.MINOR	1/4
2	2	ChordType.MAJOR	0	1	7	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
2	2	ChordType.MAJOR	0	1	7	KeyMode.MINOR	1/4
2	2	ChordType.MAJOR	0	1	7	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
-3	3	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/4
0	0	ChordType.MAJ_MIN7	0	-1	5	KeyMode.MAJOR	1/8
0	0	ChordType.MAJ_MIN7	0	-1	5	KeyMode.MAJOR	1/8
0	0	ChordType.MAJ_MIN7	0	-1	5	KeyMode.MAJOR	1/8
0	0	ChordType.MAJ_MIN7	0	-1	5	KeyMode.MAJOR	1/8
0	0	ChordType.MAJ_MIN7	0	-1	5	KeyMode.MAJOR	1/8
0	0	ChordType.MAJ_MIN7	0	-1	5	KeyMode.MAJOR	1/8
0	0	ChordType.MAJ_MIN7	0	-1	5	KeyMode.MAJOR	1/8
0	0	ChordType.MAJ_MIN7	0	-1	5	KeyMode.MAJOR	1/8
-1	5	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
-1	5	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
-1	5	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
-1	5	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
-1	5	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
-1	5	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
-1	5	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
-1	5	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	0	2	2	KeyMode.MINOR	1/8
4	4	ChordType.HALF_DIM7	1	-1	5	KeyMode.MAJOR	1/8
4	4	ChordType.HALF_DIM7	1	-1	5	KeyMode.MAJOR	1/8
4	4	ChordType.HALF_DIM7	1	-1	5	KeyMode.MAJOR	1/8
4	4	ChordType.HALF_DIM7	1	-1	5	KeyMode.MAJOR	1/8
4	4	ChordType.HALF_DIM7	1	-1	5	KeyMode.MAJOR	1/8
4	4	ChordType.HALF_DIM7	1	-1	5	KeyMode.MAJOR	1/8
4	4	ChordType.HALF_DIM7	1	-1	5	KeyMode.MAJOR	1/8
4	4	ChordType.HALF_DIM7	1	-1	5	KeyMode.MAJOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJOR	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	1	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
3	9	ChordType.MAJ_MIN7	0	2	2	KeyMode.MINOR	1/8
2	2	ChordType.MINOR	2	2	2	KeyMode.MINOR	1/8
